,Unnamed: 0,paper_id,title,citation_count,author_names,author_ids,orignal_paper_id
703,428,9621749acdfae01f508b0b67852637d5501e962b,Pseudorandom bits for constant depth circuits with few arbitrary symmetric gates,64,['Emanuele Viola'],['1743196'],f9b4a25845d741076f189480143af29f7b195373
704,146,a3a9062a4d05bc0d1baeaef14adb58307e33bd71,Random Oracles and Non-Uniformity,63,"['Sandro Coretti', 'Y. Dodis', 'Siyao Guo', 'J. Steinberger']","['2638759', '1776839', '2466468', '1747861']",f9b4a25845d741076f189480143af29f7b195373
705,411,fbff50d47d4c941ff6c924eabbd85da3fbcaa9a6,Computational depth: Concept and applications,62,"['L. Antunes', 'L. Fortnow', 'Dieter Van Melkebeek', 'N. V. Vinodchandran', 'L. Levin']","['145439957', '1691447', '2260053088', '1795424', '27941605']",f9b4a25845d741076f189480143af29f7b195373
706,344,f8bb356bcdf0eba2a85a1b610cad7c1e3d937555,On the Power of Small-Depth Computation,61,['Emanuele Viola'],['1743196'],f9b4a25845d741076f189480143af29f7b195373
707,618,83504d4b8a08632b2145370a4343587ad16d268b,On read-once vs. multiple access to randomness in logspace,61,['N. Nisan'],['1689609'],f9b4a25845d741076f189480143af29f7b195373
708,335,3d97a6e2725af590415fd73a87962c0baa9b402c,Codes for Computationally Simple Channels: Explicit Constructions with Optimal Rate,60,"['V. Guruswami', 'Adam D. Smith']","['1721077', '39765787']",f9b4a25845d741076f189480143af29f7b195373
709,913,f8579b14625491224989db8d98f5d240621ee4d5,A new general derandomization method,60,"['A. E. Andreev', 'A. Clementi', 'J. Rolim']","['1711741', '1702236', '1730032']",f9b4a25845d741076f189480143af29f7b195373
710,570,1071940382a0b1a1f36334ee903ef6a6d1a9b966,On deterministic approximation of DNF,59,"['M. Luby', 'B. Velickovic']","['145881044', '3210789']",f9b4a25845d741076f189480143af29f7b195373
711,408,293eaf76682e658c7f0836d8724a645f7c898a98,On the randomness complexity of efficient sampling,58,"['Bella Dubrov', 'Yuval Ishai']","['3007903', '1688856']",f9b4a25845d741076f189480143af29f7b195373
714,392,f09c42ddff0b0913bd3939aef3453e036c0cde60,"Norms, XOR Lemmas, and Lower Bounds for GF(2) Polynomials and Multiparty Protocols",57,"['Emanuele Viola', 'A. Wigderson']","['1743196', '1718867']",f9b4a25845d741076f189480143af29f7b195373
716,900,4b9a754dd5b352736c1a7e3b3d0453f01fae707e,Randomness Conductors and Constant-Degree Expansion Beyond the Degree / 2 Barrier,55,"['Michael R. Capalbo', 'Omer Reingold', 'S. Vadhan']","['2616030', '1746057', '1723744']",f9b4a25845d741076f189480143af29f7b195373
717,157,d55fdec5ff89d48dd8a02a4483ee942b44a6cc8f,A Generic Approach to Constructing and Proving Verifiable Random Functions,55,"['Rishab Goyal', 'S. Hohenberger', 'Venkata Koppula', 'Brent Waters']","['2275167', '1808829', '1827155', '145778768']",f9b4a25845d741076f189480143af29f7b195373
719,272,122dc8818036a2e09c8768f33a45e26d759d2000,DNF sparsification and a faster deterministic counting algorithm,54,"['Parikshit Gopalan', 'Raghu Meka', 'Omer Reingold']","['1718214', '1751621', '1746057']",f9b4a25845d741076f189480143af29f7b195373
720,469,5c3524f9fefba16c30acade07d1c2a3b659f3f17,Boosting and Hard-Core Set Construction,54,"['Adam R. Klivans', 'R. Servedio']","['1682471', '1729835']",f9b4a25845d741076f189480143af29f7b195373
722,158,6226a6f8f46c5f3af9877a013dffb8b3587f5f83,Overcoming Cryptographic Impossibility Results Using Blockchains,53,"['Rishab Goyal', 'Vipul Goyal']","['2275167', '1707396']",f9b4a25845d741076f189480143af29f7b195373
723,132,e82fcba8e882076cc213d6ce58a269f57afe682e,Hardness Magnification for Natural Problems,52,"['I. Oliveira', 'R. Santhanam']","['1796326', '144363573']",f9b4a25845d741076f189480143af29f7b195373
724,429,8b869bd4e3d4307518956b31ff29215728095a41,On constructing parallel pseudorandom generators from one-way functions,52,['Emanuele Viola'],['1743196'],f9b4a25845d741076f189480143af29f7b195373
725,565,5e1b26ed51ece1f83e00dd18ae2454ef9fd50bb6,Circuit Complexity before the Dawn of the New Millennium,52,['Eric Allender'],['1760644'],f9b4a25845d741076f189480143af29f7b195373
727,615,d9bc380c2da61e2dc1eff217c217d41253b9c796,On the Power of Uniform Families of Constant Depth Treshold Circuits,51,"['Eric Allender', 'U. Hertrampf']","['1760644', '1789693']",f9b4a25845d741076f189480143af29f7b195373
728,183,b5d41f931b91935dd2010a598c476da0015142a8,Completeness for First-order Properties on Sparse Structures with Algorithmic Applications,51,"['Jiawei Gao', 'R. Impagliazzo', 'A. Kolokolova', 'Richard Ryan Williams']","['49952055', '1735759', '145456149', '2110328508']",f9b4a25845d741076f189480143af29f7b195373
730,521,6c5f1b089fc394dc069d18c64e5d10cfe7d4bd5f,Boosting and hard-core sets,50,"['Adam R. Klivans', 'R. Servedio']","['1682471', '1729835']",f9b4a25845d741076f189480143af29f7b195373
731,522,df581faf8647e751ccae05acf20ede75158c107d,Near-optimal conversion of hardness into pseudo-randomness,50,"['R. Impagliazzo', 'Ronen Shaltiel', 'A. Wigderson']","['1735759', '1803387', '1718867']",f9b4a25845d741076f189480143af29f7b195373
732,493,ffc5131008367dc6e3c0ff5113f2ae443cf54c4a,"When Worlds Collide: Derandomization, Lower Bounds, and Kolmogorov Complexity",50,['Eric Allender'],['1760644'],f9b4a25845d741076f189480143af29f7b195373
733,619,eace9d05d79abcc30dded5e57a120a4fc828bd83,E-mail and the unexpected power of interaction,50,['L. Babai'],['1794932'],f9b4a25845d741076f189480143af29f7b195373
734,380,ed9e90c8b189abeba9de5812d0b9692eda67de2a,A Survey of Lower Bounds for Satisfiability and Related Problems,50,['D. Melkebeek'],['1717488'],f9b4a25845d741076f189480143af29f7b195373
735,715,e5ace4c17f9621d8bb0ca04a4324762216e3c521,Pseudorandom Functions: Three Decades Later,50,"['Andrej Bogdanov', 'Alon Rosen']","['152896569', '1718821']",f9b4a25845d741076f189480143af29f7b195373
736,358,795b53e2774fb130b5d1cb4c002c6942f448a631,Approximate List-Decoding of Direct Product Codes and Uniform Hardness Amplification,50,"['R. Impagliazzo', 'Ragesh Jaiswal', 'Valentine Kabanets']","['1735759', '144341244', '2347317']",f9b4a25845d741076f189480143af29f7b195373
738,104,8c51f24d6233cc7508287b4128b3c375e7b68bb0,New Insights on the (Non-)Hardness of Circuit Minimization and Related Problems,50,"['Eric Allender', 'Shuichi Hirahara']","['1760644', '2921974']",f9b4a25845d741076f189480143af29f7b195373
739,894,92af67ef2ada0221ca3ec0907dcb78f55e10470e,Derandomization: a brief overview,50,['Valentine Kabanets'],['2347317'],f9b4a25845d741076f189480143af29f7b195373
740,318,1805307f67b103c490443ea8ac33a39a941eba63,The Complexity of Distributions,49,['Emanuele Viola'],['1743196'],f9b4a25845d741076f189480143af29f7b195373
741,477,bc6102892736915a0e83946c8bdc937ad01a0ded,Quantum certificate complexity,49,['S. Aaronson'],['20996436'],f9b4a25845d741076f189480143af29f7b195373
743,479,733f1ff80c5676789b95bf40e545c14e27b3f9b2,Derandomization that is rarely wrong from short advice that is typically good,49,"['Oded Goldreich', 'A. Wigderson']","['1707322', '1718867']",f9b4a25845d741076f189480143af29f7b195373
744,878,6d0ea59ecb28ee62fe32fbcfd9ef44146e6ec45e,Arithmetic Circuits and Counting Complexity Classes,49,['Eric Allender'],['1760644'],f9b4a25845d741076f189480143af29f7b195373
745,880,10d58acd8f824ddd8fce994866bcab63eb3327ff,The Computational Complexity Column,48,['S. Aaronson'],['20996436'],f9b4a25845d741076f189480143af29f7b195373
747,433,9ee1630f88f230a0cb6eda9a48f70102debfb61c,Pseudorandom generators for low degree polynomials,47,['Andrej Bogdanov'],['152896569'],f9b4a25845d741076f189480143af29f7b195373
748,285,fe4de1671649732cec02da3e8df7fa8c1021a93f,On beating the hybrid argument,47,"['Bill Fefferman', 'Ronen Shaltiel', 'C. Umans', 'Emanuele Viola']","['1977562', '1803387', '8259074', '1743196']",f9b4a25845d741076f189480143af29f7b195373
749,743,36874f0be58aa347f661357a98092bfec00eeca2,Polynomial identity testing of read-once oblivious algebraic branching programs,47,['Michael A. Forbes'],['32450657'],f9b4a25845d741076f189480143af29f7b195373
750,587,700f3ba7517a79f8a4330bd3b878169becbf01fb,Depth Reduction for Circuits of Unbounded Fan-In,47,"['Eric Allender', 'U. Hertrampf']","['1760644', '1789693']",f9b4a25845d741076f189480143af29f7b195373
751,467,1f5473870e02a5bf10f1b2ef632257bae55bdb87,Sampling lower bounds via information theory,47,['Ziv Bar-Yossef'],['1402923066'],f9b4a25845d741076f189480143af29f7b195373
752,791,9021b11beb79b516901394af47606b421d3b0839,In a World of P=BPP,47,['Oded Goldreich'],['1707322'],f9b4a25845d741076f189480143af29f7b195373
753,468,b5493f4951f908c0c90bb09ff66c4dd7cf3f28c5,Cell-probe lower bounds for the partial match problem,46,"['T. S. Jayram', 'Subhash Khot', 'Ravi Kumar', 'Y. Rabani']","['2545727', '144336679', '1683442', '1763352']",f9b4a25845d741076f189480143af29f7b195373
755,810,e72caad2c43f0670f136fd029cec116911b5d582,The pervasive reach of resource-bounded Kolmogorov complexity in computational complexity theory,45,"['Eric Allender', 'M. Koucký', 'Detlef Ronneburger', 'Sambuddha Roy']","['1760644', '1767280', '2351185', '1706548']",f9b4a25845d741076f189480143af29f7b195373
756,405,c07ad52a7368ad60605697cad9f2eed6078c5377,How to Get More Mileage from Randomness Extractors,45,['Ronen Shaltiel'],['1803387'],f9b4a25845d741076f189480143af29f7b195373
757,462,3e41ed8360514564e82f2fb427b457744b5d9073,Uniform hardness versus randomness tradeoffs for Arthur-Merlin games,44,"['Dan Gutfreund', 'Ronen Shaltiel', 'A. Ta-Shma']","['1891570', '1803387', '1401497017']",f9b4a25845d741076f189480143af29f7b195373
758,38,ee22d558e340beea6ac4c924b5499ff86fdf83d1,Superpolynomial Lower Bounds Against Low-Depth Algebraic Circuits,42,"['N. Limaye', 'S. Srinivasan', 'Sébastien Tavenas']","['1881015', '143996832', '1775017']",f9b4a25845d741076f189480143af29f7b195373
759,170,d6f3fd1d9eb1f4a03a9226ca8a9e528b5329e52e,Nearly Optimal Sampling Algorithms for Combinatorial Pure Exploration,42,"['Lijie Chen', 'Anupam Gupta', 'J. Li', 'Mingda Qiao', 'Ruosong Wang']","['2184812', '2110759547', '33406918', '3451580', '2108693711']",f9b4a25845d741076f189480143af29f7b195373
761,191,4b578064e89f6eceddc286f75403d1718acf186d,Average-Case Lower Bounds and Satisfiability Algorithms for Small Threshold Circuits,40,"['Ruiwen Chen', 'R. Santhanam', 'S. Srinivasan']","['2037060', '144363573', '143996832']",f9b4a25845d741076f189480143af29f7b195373
762,346,8bea1fc5c3be25333511f5cc43a3024cf6788b59,2-Source Extractors under Computational Assumptions and Cryptography with Defective Randomness,40,"['Y. Kalai', 'Xin Li', 'Anup Rao']","['1784514', '50080137', '47652687']",f9b4a25845d741076f189480143af29f7b195373
764,442,a8931170220d1a2f2d957ba83b29190503d04b3d,Fooling Parity Tests with Parity Gates,39,"['Dan Gutfreund', 'Emanuele Viola']","['1891570', '1743196']",f9b4a25845d741076f189480143af29f7b195373
766,452,293edda7d1ddae6c33c1398d378ad9348a933150,On the Hardness of Information-Theoretic Multiparty Computation,36,"['Yuval Ishai', 'E. Kushilevitz']","['1688856', '1738470']",f9b4a25845d741076f189480143af29f7b195373
767,271,5a086a86723e08cefda79c9f0a948586cb2467b1,"Design extractors, non-malleable condensers and privacy amplification",36,['Xin Li'],['50080137'],f9b4a25845d741076f189480143af29f7b195373
768,597,ecc46d8cea468c696ce814cf8f0db7dfa0e7db10,SPARSE reduces conjunctively to TALLY,36,"['H. Buhrman', 'E. Hemaspaandra', 'L. Longpré']","['1747509', '5689289', '2812071']",f9b4a25845d741076f189480143af29f7b195373
769,443,c6e658bd4a0bdec22b5ec841b221c81a61608787,A Note on Approximate Counting for k-DNF,36,['L. Trevisan'],['145340992'],f9b4a25845d741076f189480143af29f7b195373
771,239,1fd28639199818f073daa3ab5bfe6efe8a1590f8,Unifying Known Lower Bounds via Geometric Complexity Theory,35,['Joshua A. Grochow'],['2415125'],f9b4a25845d741076f189480143af29f7b195373
773,237,75a9fb4477fcd55955602749047520b8e8824995,Average-case lower bounds for formula size,34,"['Ilan Komargodski', 'R. Raz']","['1798509', '1742705']",f9b4a25845d741076f189480143af29f7b195373
774,352,cd84cea5b3b47c4425e5922af49dd650f713dc25,Are PCPs Inherent in Efficient Arguments?,33,"['G. Rothblum', 'S. Vadhan']","['2551824', '1723744']",f9b4a25845d741076f189480143af29f7b195373
775,304,a92c2b48f8bb63c33bd0acdfacaf33fe47fdc0e4,The unified theory of pseudorandomness,33,['S. Vadhan'],['1723744'],f9b4a25845d741076f189480143af29f7b195373
776,567,7ef990137f6d5e5f2d0d889a26e1d080973141ea,Hitting Sets Derandomize BPP,33,"['A. E. Andreev', 'A. Clementi', 'J. Rolim']","['1711741', '1702236', '1730032']",f9b4a25845d741076f189480143af29f7b195373
777,697,daa03154800075bb69c9ca218dbe9b5029875d2b,Pseudorandomness and the Minimum Circuit Size Problem,33,['R. Santhanam'],['144363573'],f9b4a25845d741076f189480143af29f7b195373
778,234,5583237beccb0696b92818442d025436adc18fe1,Efficient Multiparty Protocols via Log-Depth Threshold Formulae,33,"['Gil Cohen', 'I. Damgård', 'Yuval Ishai', 'Jonas Kölker', 'Peter Bro Miltersen', 'R. Raz', 'Ron D. Rothblum']","['48795566', '1729265', '1688856', '1929856', '3215910', '1742705', '1768059']",f9b4a25845d741076f189480143af29f7b195373
780,557,34e0f91d465374f983658161efc46856ce108ce5,Worst-Case Hardness Suffices for Derandomization: A New Method for Hardness-Randomness Trade-offs,32,"['A. E. Andreev', 'A. Clementi', 'J. Rolim']","['1711741', '1702236', '1730032']",f9b4a25845d741076f189480143af29f7b195373
781,438,b459fb3f6905b06c58622b08401b80a5a39f66e4,Limits on Efficient Computation in the Physical World,32,['S. Aaronson'],['20996436'],f9b4a25845d741076f189480143af29f7b195373
783,238,7ed701ba4fb0954edf1f107522592bd3b8ed4001,"3SUM, 3XOR, Triangles",32,"['Zahra Jafargholi', 'Emanuele Viola']","['2112237', '1743196']",f9b4a25845d741076f189480143af29f7b195373
785,67,6c33528be60ee670c7432dde06c749f5297b9f6f,Almost-Everywhere Circuit Lower Bounds from Non-Trivial Derandomization,31,"['Lijie Chen', 'Xin Lyu', 'Ryan Williams']","['2184812', '3433723', '2110217002']",f9b4a25845d741076f189480143af29f7b195373
788,109,dd9dc7461698b5b3b11403fd8f00c2b15acd7332,Bootstrapping results for threshold circuits “just beyond” known lower bounds,30,"['Lijie Chen', 'R. Tell']","['2184812', '1843534']",f9b4a25845d741076f189480143af29f7b195373
790,96,8d00ab375a6ce4ae0a00705b4c9497fb719431d7,Efficient Construction of Rigid Matrices Using an NP Oracle,30,"['Josh Alman', 'Lijie Chen']","['40617617', '2184812']",f9b4a25845d741076f189480143af29f7b195373
791,847,7932e15fbb7aa6ac1ea497bcf8f17a49e80406c0,The complexity of hardness amplification and derandomization,30,"['S. Vadhan', 'Emanuele Viola']","['1723744', '1743196']",f9b4a25845d741076f189480143af29f7b195373
792,324,c1371b048576ed2127bd5e4d371326c11d2b4468,A Primer on Pseudorandom Generators,29,['Oded Goldreich'],['1707322'],f9b4a25845d741076f189480143af29f7b195373
793,296,422aa7cb0d8a1a45f36f8654c52396da0e85cc34,Limits on the computational power of random strings,29,"['Eric Allender', 'L. Friedman', 'W. Gasarch']","['1760644', '15480590', '1740486']",f9b4a25845d741076f189480143af29f7b195373
794,288,8bc0094ddc63a7aa406eb4fdc663bfd1650ce6d5,"Pseudorandom Generators, Typically-Correct Derandomization, and Circuit Lower Bounds",29,"['Jeff Kinne', 'D. Melkebeek', 'Ronen Shaltiel']","['2683148', '1717488', '1803387']",f9b4a25845d741076f189480143af29f7b195373
795,129,28edc6cb99dd8e4dee50826f29541f8004345c01,One-Message Zero Knowledge and Non-Malleable Commitments,29,"['Nir Bitansky', 'Huijia Lin']","['3142333', '3596858']",f9b4a25845d741076f189480143af29f7b195373
796,911,aa9ffa7e52652bd873e2c8cd21332a5b2d7757cc,Constructions of Near-Optimal Extractors Using Pseudo-Random Generators,29,['L. Trevisan'],['145340992'],f9b4a25845d741076f189480143af29f7b195373
797,815,369e22379d90f85d775ba999bb3da1e0324eabee,Delegating computation reliably: paradigms and constructions,29,['G. Rothblum'],['2551824'],f9b4a25845d741076f189480143af29f7b195373
799,627,324651dedd2f0f7b7ffb04974bcc3fc8d2c4fe80,Sparse Pseudorandom Distributions,29,"['Oded Goldreich', 'H. Krawczyk']","['1707322', '4451238']",f9b4a25845d741076f189480143af29f7b195373
800,355,0b584d7e7506c8f668a614d7ebf6b153d40896fb,Worst-Case Running Times for Average-Case Algorithms,29,"['L. Antunes', 'L. Fortnow']","['145439957', '1691447']",f9b4a25845d741076f189480143af29f7b195373
802,95,eda470c3e2d1fb935466e79917facd029c574bd6,Non-deterministic Quasi-Polynomial Time is Average-Case Hard for ACC Circuits,28,['Lijie Chen'],['2184812'],f9b4a25845d741076f189480143af29f7b195373
803,133,2142a89ad389507f511da965e8095e824d1e2f48,"Indistinguishability by Adaptive Procedures with Advice, and Lower Bounds on Hardness Amplification Proofs",28,"['A. Grinberg', 'Ronen Shaltiel', 'Emanuele Viola']","['40964915', '1803387', '1743196']",f9b4a25845d741076f189480143af29f7b195373
804,455,ed356834bb5d18a50706a077e2dc4c8a5dc5a3da,On the distribution of the number of roots of polynomials and explicit weak designs,28,"['Tzvika Hartman', 'R. Raz']","['145888259', '1742705']",f9b4a25845d741076f189480143af29f7b195373
805,695,4d8498b97b04de8cdab7446f4c1c58c549df7971,Randomness and Intractability in Kolmogorov Complexity,28,['I. Oliveira'],['1796326'],f9b4a25845d741076f189480143af29f7b195373
807,189,cace0ee76eb3503fe96f4b8f17ce058a0fcb414d,Proof Complexity Lower Bounds from Algebraic Circuit Complexity,27,"['Michael A. Forbes', 'Amir Shpilka', 'Iddo Tzameret', 'A. Wigderson']","['32450657', '1787363', '2509301', '1718867']",f9b4a25845d741076f189480143af29f7b195373
808,163,834152c89879b010e5509c276dcca6f7b8c37169,"Minimum Circuit Size, Graph Isomorphism, and Related Problems",27,"['Eric Allender', 'Joshua A. Grochow', 'D. Melkebeek', 'Cristopher Moore', 'Andrew Morgan']","['1760644', '2415125', '1717488', '144869677', '2056379485']",f9b4a25845d741076f189480143af29f7b195373
809,224,e0f51eba226a39da65caf435bf8dd9e9ac3b4d2d,On derandomizing algorithms that err extremely rarely,27,"['Oded Goldreich', 'A. Wigderson']","['1707322', '1718867']",f9b4a25845d741076f189480143af29f7b195373
810,726,a98d2d038b0d2276e5a35adee9f753433074ecf6,The Journey from NP to TFNP Hardness,27,"['Pavel Hubácek', 'M. Naor', 'E. Yogev']","['3067732', '1693267', '1732246']",f9b4a25845d741076f189480143af29f7b195373
812,90,f4b89a56662633cd0dfdeff3a86960946c059572,Separation Between Read-once Oblivious Algebraic Branching Programs (ROABPs) and Multilinear Depth-three Circuits,27,"['N. Kayal', 'Vineet Nair', 'Chandan Saha']","['2051455', '144669053', '47236085']",f9b4a25845d741076f189480143af29f7b195373
814,98,dd9d97db947568580366f5d97163ae77bc63e0b4,Mathematics and Computation,26,['A. Wigderson'],['1718867'],f9b4a25845d741076f189480143af29f7b195373
817,610,e97c060f1d276a7d52aefc8be05832a0ec17d49f,Approximating the number of zeroes of a GF[2] polynomial,26,"['Marek Karpinski', 'M. Luby']","['1729473', '145881044']",f9b4a25845d741076f189480143af29f7b195373
818,278,ddd3e758ca8203fb09f89b3357f914aaf4323d1c,Computational Extractors and Pseudorandomness,26,"['Dana Dachman-Soled', 'R. Gennaro', 'H. Krawczyk', 'T. Malkin']","['1403144886', '144724945', '4451238', '1769717']",f9b4a25845d741076f189480143af29f7b195373
819,517,1c4841d37daf98f8be12aeb350910cb3d455a617,"A Generalization of Resource-Bounded Measure, with Application to the BPP vs. EXP Problem",25,"['H. Buhrman', 'Cwi Kruislaan', 'D. Melkebeek', 'Kenneth W. Regan', 'D. Sivakumar', 'M. Strauss']","['1747509', '2081115990', '1717488', '2231884', '1765251', '145542622']",f9b4a25845d741076f189480143af29f7b195373
821,370,f190cd98ddea26fb41029e076860b055ef670c2e,The Complexity of Local List Decoding,25,"['Dan Gutfreund', 'G. Rothblum']","['1891570', '2551824']",f9b4a25845d741076f189480143af29f7b195373
822,371,b6627afcd95341f560b4243ef1798e8807ea0695,Short seed extractors against quantum storage,25,['A. Ta-Shma'],['1401497017'],f9b4a25845d741076f189480143af29f7b195373
824,181,c34251082adbd89acb4f50dde6381742dda5c530,Succinct hitting sets and barriers to proving algebraic circuits lower bounds,25,"['Michael A. Forbes', 'Amir Shpilka', 'Ben lee Volk']","['32450657', '1787363', '2186021']",f9b4a25845d741076f189480143af29f7b195373
825,359,241be5912af1795ded26318720e95f3c3d94792b,Variations on Muchnik’s Conditional Complexity Theorem,24,"['D. Musatov', 'Andrei E. Romashchenko', 'A. Shen']","['143666850', '1766576', '143786875']",f9b4a25845d741076f189480143af29f7b195373
826,937,6423b6b50e535acbd3932f2a6bea59148ec62314,"Dispersers , Deterministic Ampli cation , and Weak RandomSources",24,['A. Wigderson'],['1718867'],f9b4a25845d741076f189480143af29f7b195373
827,378,38e84d491f977c59da2bea8b93f2aee6b151a344,Hardness Amplification for Errorless Heuristics,24,"['Andrej Bogdanov', 'S. Safra']","['152896569', '1697937']",f9b4a25845d741076f189480143af29f7b195373
828,353,2d10ec824adf8dbe33fd73edcc676fe803fbeffb,Weak Derandomization of Weak Algorithms: Explicit Versions of Yao’s Lemma,24,['Ronen Shaltiel'],['1803387'],f9b4a25845d741076f189480143af29f7b195373
831,79,7e45a2f06c890a7ce0b7adcf0ad7855cffbd909b,Sharp threshold results for computational complexity,24,"['Lijie Chen', 'Ce Jin', 'Ryan Williams']","['2184812', '51151316', '2110217002']",f9b4a25845d741076f189480143af29f7b195373
832,47,742067fadaa3420f635989825fc7791ee251db5d,Hardness of KT characterizes parallel cryptography,24,"['Hanlin Ren', 'R. Santhanam']","['1739256372', '144363573']",f9b4a25845d741076f189480143af29f7b195373
833,65,06052d6b383092d9d94cbdfb7342b8b0b470b8a9,Nearly Optimal Pseudorandomness From Hardness,24,"['Dean Doron', 'Dana Moshkovitz', 'Justin Oh', 'David Zuckerman']","['2656246', '1736268', '2110912753', '144879318']",f9b4a25845d741076f189480143af29f7b195373
835,673,1a37a691bd17b00c90e47057dfb88c1218592e0d,On the Possibility of Basing Cryptography on EXP≠ BPP,23,"['Yanyi Liu', 'R. Pass']","['2108219860', '1811683']",f9b4a25845d741076f189480143af29f7b195373
836,497,ff076a1b30aec5a94769a002718fe4ca3097a217,On the Derandomization of Constant Depth Circuits,23,['Adam R. Klivans'],['1682471'],f9b4a25845d741076f189480143af29f7b195373
837,199,b5862c60a2ddaec1aa4ba664632f5a778a8e96f0,Indistinguishability Obfuscation: From Approximate to Exact,23,"['Nir Bitansky', 'V. Vaikuntanathan']","['3142333', '1749858']",f9b4a25845d741076f189480143af29f7b195373
838,201,c0ca70a3a7dd0169f56bfeb16929e28cba8eed34,Identity Testing and Lower Bounds for Read-k Oblivious Algebraic Branching Programs,23,"['Matthew W. Anderson', 'Michael A. Forbes', 'Ramprasad Saptharishi', 'Amir Shpilka', 'Ben lee Volk']","['2109787028', '32450657', '1950658', '1787363', '2186021']",f9b4a25845d741076f189480143af29f7b195373
839,400,5cedd58fdada278df59966fe1febc3896f2b2e11,Reducing The Seed Length In The Nisan-Wigderson Generator*,22,"['R. Impagliazzo', 'Ronen Shaltiel', 'A. Wigderson']","['1735759', '1803387', '1718867']",f9b4a25845d741076f189480143af29f7b195373
840,166,90bf7ae606721de94b2550685e187510503146ff,Quantified derandomization of linear threshold circuits,22,['R. Tell'],['1843534'],f9b4a25845d741076f189480143af29f7b195373
841,72,7168db2d1b365a994a84ac0b4ac6661ad672de0d,Non-disjoint promise problems from meta-computational view of pseudorandom generator constructions,22,['Shuichi Hirahara'],['2921974'],f9b4a25845d741076f189480143af29f7b195373
842,52,da178675fe2fa49a0f050b43016e7d6abff1584f,Average-case hardness of NP from exponential worst-case hardness assumptions,22,['Shuichi Hirahara'],['2921974'],f9b4a25845d741076f189480143af29f7b195373
843,169,0b9dcb50ab988e0f802f0ea34db24a10fadfaa1c,Pseudo-deterministic Proofs,21,"['S. Goldwasser', 'O. Grossman', 'D. Holden']","['1706681', '3023296', '47872221']",f9b4a25845d741076f189480143af29f7b195373
844,188,1be37daaade56c1408aa944f61d86c34aac20adb,Fine-Grained Cryptography,21,"['Akshay Degwekar', 'V. Vaikuntanathan', 'Prashant Nalini Vasudevan']","['2525299', '1749858', '33723802']",f9b4a25845d741076f189480143af29f7b195373
846,117,84fefaba53690ce61c2901d2208794889e635f98,Derandomization from Algebraic Hardness: Treading the Borders,21,"['Mrinal Kumar', 'Ramprasad Saptharishi', 'Noam Solomon']","['2157788457', '1950658', '3161894']",f9b4a25845d741076f189480143af29f7b195373
847,912,ef45529a43a3ebdb1ab6d0d846cb49ea797e2ca8,Recent Advances Towards Proving P = BPP,21,"['A. Clementi', 'José D. P. Rolim', 'L. Trevisan']","['1702236', '2288576478', '145340992']",f9b4a25845d741076f189480143af29f7b195373
848,471,ba31b3df39a43dcfb138de579fc9476660719158,Hardness as randomness: a survey of universal derandomization,20,['R. Impagliazzo'],['1735759'],f9b4a25845d741076f189480143af29f7b195373
849,155,e8e3a809ff40601de6cdc31d3a59a7250c4ff383,Improved pseudorandom generators from pseudorandom multi-switching lemmas,20,"['R. Servedio', 'Li-Yang Tan']","['1729835', '145175555']",f9b4a25845d741076f189480143af29f7b195373
850,930,cfe9dbfb7a1dcae69af786802bdef7655513e1bc,Resource bounded reductions,20,['H. Buhrman'],['1747509'],f9b4a25845d741076f189480143af29f7b195373
851,545,4afe16d44aae87edb947e6741f75a8ffc2a7f41b,Hard sets are hard to find,20,"['H. Buhrman', 'D. Melkebeek']","['1747509', '1717488']",f9b4a25845d741076f189480143af29f7b195373
853,759,1b443272400736dbbd599aa3c3d8e239b95b98af,On the Size of Depth-Three Boolean Circuits for Computing Multilinear Functions,20,"['Oded Goldreich', 'A. Wigderson']","['1707322', '1718867']",f9b4a25845d741076f189480143af29f7b195373
854,445,80b8a521ce4af5a746f39ab43f965eb82abb0aef,Language compression and pseudorandom generators,20,"['H. Buhrman', 'Troy Lee', 'D. Melkebeek']","['1747509', '2110707585', '1717488']",f9b4a25845d741076f189480143af29f7b195373
855,356,3e42b2ae013a8bf860f6971adfca2e9bda242894,Unconditional Lower Bounds against Advice,20,"['H. Buhrman', 'L. Fortnow', 'R. Santhanam']","['1747509', '1691447', '144363573']",f9b4a25845d741076f189480143af29f7b195373
856,49,fb53966e24ffa3d23c211446fbebefb74ce5e715,Pseudodistributions that beat all pseudorandom generators (extended abstract),20,"['Edward Pyne', 'S. Vadhan']","['1946048807', '1723744']",f9b4a25845d741076f189480143af29f7b195373
857,209,c917b168725ea335e7b7b716a500e43ae41350b4,Sums of products of polynomials in few variables : lower bounds and polynomial identity testing,20,"['Mrinal Kumar', 'Shubhangi Saraf']","['2157788457', '145673066']",f9b4a25845d741076f189480143af29f7b195373
858,80,27b366c5b87e86d8598c644e226ce656b66bb0e7,Strong average-case lower bounds from non-trivial derandomization,19,"['Lijie Chen', 'Hanlin Ren']","['2184812', '1739256372']",f9b4a25845d741076f189480143af29f7b195373
859,54,4b7c1cef9b6de6b29ecb9fa25d7fa7637adf248b,Simple and fast derandomization from very hard functions: eliminating randomness at almost no cost,19,"['Lijie Chen', 'R. Tell']","['2184812', '1843534']",f9b4a25845d741076f189480143af29f7b195373
